Таблица  - Проверочные прогнозы максимумов весеннего
половодья р.Неман-Белица по данным, рассчитанным
на дату 28 февраля
Предикторы;; Smax, H, X, X1, X3
Уравнение;; 43.53 + 1.03*Smax + 0.49*H + 0.52*X + 0.33*X1 + 0.23*X3

№;Год;Hmax фактический;Hф-Hср;(Hф-Hср)^2;Погрешность климатических прогнозов в долях от допустимой погрешности;Hmax прогнозный;Hф-Hп;(Hф-Hп)^2;Погрешность проверочных прогнозов в долях от допустимой погрешности
31.0;2012.0;254.0;-35.59459459459458;1266.975164353542;-0.73;234.53259916255624;19.467400837443762;378.9796953657061;0.4
32.0;2013.0;363.0;73.40540540540542;5388.353542731923;1.5;383.1930004537219;-20.19300045372188;407.75726732401205;-0.41
33.0;2015.0;181.0;-108.59459459459458;11792.78597516435;-2.21;192.8769441980617;-11.876944198061693;141.06180348387133;-0.24
34.0;2017.0;275.0;-14.594594594594582;213.0021913805694;-0.3;268.99946758191675;6.000532418083253;36.00638930046805;0.12
35.0;2018.0;252.0;-37.59459459459458;1413.3535427319202;-0.77;276.5515715243689;-24.55157152436891;602.7796643162023;-0.5
36.0;2019.0;205.0;-84.59459459459458;7156.245434623811;-1.72;303.07029916495503;-98.07029916495503;9617.783578303779;-2.0
37.0;2021.0;218.0;-71.59459459459458;5125.785975164352;-1.46;298.34175188227823;-80.34175188227823;6454.797095513558;-1.64
Сумма;;10715.0
Средний;;289.5945945945946
Высший;;494.0
Низший;;181.0

σ = ;;72.8157718948075;;σ -;среднеквадратическое отклонение (см)
δдоп =;;49.07783025710026;;δдоп -;допустимая погрешность прогноза (см)
Pк =;;37.83783784;;Pк -;климатическая обеспеченность в %
Pм =;;64.86486486;;Pм -;обеспеченность метода (допустимой погрешности проверочных прогнозов) в %
S =;;48.565437050049766;;S -;среднеквадратическая погрешность (см)
S/σ =;;0.666963156281709;;S/σ -;критерий эффективности метода прогнозирования
(S/σ)^2 =;;0.4448398518372594;;ρ -;корреляционное отношение
ρ =;;0.7450906979440427;;;(оценка эффективности метода прогнозирования)
Модель:;;BayesianRidge;;δ50% -;погрешность (ошибка) прогнозов (см)
